project_id,project_type,state,district,land_area,affected_families,num_parcels,num_villages,notification_pct,survey_pct,verification_pct,objection_pct,award_pct,compensation_pct,rr_pct,possession_pct,overall_completion,legal_disputes,comp_total,comp_paid,comp_pending,avg_response_days,approval_delay,docs_total,docs_pending,doc_anomalies,velocity_change,project_value,delay_days,risk_score,delay_probability,is_delayed
LA-R-0404,Airport,Rajasthan,Bikaner,2144.15,1242,1464,15,0.9,0.75,0.75,0.58,0.58,0.48,0.48,0.33,0.61,42,16483.0,6754.63,9728.37,13.9,49,282,161,0,-59.0,2858.4,78,62,0.64,1
LA-AP-0802,SEZ,Andhra Pradesh,Kakinada,690.9,1463,1450,15,0.78,0.55,0.53,0.53,0.42,0.42,0.3,0.3,0.48,211,33829.83,12375.04,21454.79,19.8,24,241,63,3,-38.8,1153.46,78,62,0.62,1
LA-TN-0208,Airport,Tamil Nadu,Salem,158.68,180,248,3,0.51,0.51,0.4,0.36,0.36,0.23,0.23,0.13,0.34,24,3575.67,597.58,2978.09,10.9,53,111,45,4,-81.8,3927.75,115,61,0.59,1
LA-M-0072,Airport,Maharashtra,Amravati,2341.48,1812,1654,15,0.39,0.38,0.3,0.3,0.22,0.17,0.15,0,0.24,134,33192.62,4890.82,28301.8,2.2,56,99,23,2,-37.8,3962.81,106,61,0.57,1
LA-R-0343,Metro Rail,Rajasthan,Jaipur,2460.07,1567,1727,15,0.53,0.53,0.41,0.41,0.31,0.31,0.15,0.15,0.35,231,11227.75,2734.46,8493.29,12.0,46,61,34,1,7.4,660.3,106,61,0.62,1
LA-MP-0536,National Highway,Madhya Pradesh,Gwalior,884.93,1017,1036,9,0.64,0.55,0.52,0.34,0.34,0.34,0.27,0.27,0.41,137,18247.44,5630.77,12616.67,15.3,53,180,17,1,-75.0,4117.05,103,61,0.61,1
LA-MP-0564,Metro Rail,Madhya Pradesh,Rewa,1209.62,1455,1569,14,0.88,0.59,0.59,0.59,0.51,0.51,0.34,0.34,0.54,139,25931.37,10028.92,15902.45,24.0,39,127,34,1,-44.4,655.15,103,61,0.55,1
LA-UP-0132,Defence,Uttar Pradesh,Meerut,494.68,969,1105,12,0.67,0.67,0.61,0.39,0.39,0.39,0.24,0.24,0.45,131,9836.1,2786.61,7049.49,24.4,41,138,19,0,-16.7,1863.03,102,61,0.62,1
LA-UP-0133,Airport,Uttar Pradesh,Meerut,1353.65,1622,1475,17,0.51,0.43,0.43,0.34,0.26,0.22,0.1,0.1,0.3,175,34414.98,6762.35,27652.63,17.5,32,293,67,2,-15.4,968.57,100,61,0.6,1
LA-AP-0774,Expressway,Andhra Pradesh,Nellore,1393.25,1100,1300,13,0.79,0.79,0.71,0.65,0.53,0.53,0.44,0.32,0.59,138,26692.85,13987.94,12704.91,20.2,48,155,43,8,-37.9,714.3,99,61,0.58,1
LA-T-0673,Power Transmission,Telangana,Hyderabad,1528.24,1668,1676,18,0.98,0.74,0.74,0.56,0.47,0.46,0.46,0.46,0.61,246,26126.34,9765.79,16360.55,23.7,53,51,15,4,-76.5,3973.72,98,61,0.6,1
LA-WB-0584,National Highway,West Bengal,Kolkata,1043.88,802,614,7,0.62,0.49,0.28,0.2,0.15,0.15,0.15,0.15,0.27,2,15244.22,2092.36,13151.86,14.2,31,296,98,18,-37.3,4091.42,92,61,0.59,1
LA-WB-0599,Railway,West Bengal,Howrah,304.51,436,410,4,0.51,0.51,0.37,0.37,0.24,0.24,0.24,0.07,0.32,37,6770.54,1466.25,5304.29,17.0,28,161,22,2,-5.9,3959.08,87,61,0.63,1
LA-M-0045,National Highway,Maharashtra,Thane,485.7,337,417,6,0.77,0.77,0.68,0.59,0.46,0.46,0.46,0.4,0.57,45,4549.36,1812.66,2736.7,9.9,47,64,26,7,16.7,551.62,85,61,0.69,1
LA-AP-0792,Expressway,Andhra Pradesh,Tirupati,823.96,1020,1018,12,0.85,0.63,0.59,0.52,0.52,0.52,0.35,0.27,0.53,14,20364.68,10342.4,10022.28,17.4,40,257,94,3,20.4,336.07,84,61,0.58,1
LA-MP-0502,Expressway,Madhya Pradesh,Bhopal,2165.4,1944,1812,18,0.77,0.59,0.57,0.57,0.54,0.37,0.24,0.23,0.48,205,35369.18,12777.16,22592.02,9.0,31,131,71,12,31.0,2049.87,81,61,0.57,1
LA-K-0271,Airport,Karnataka,Hubballi,992.32,871,799,5,0.78,0.78,0.78,0.56,0.56,0.56,0.51,0.51,0.63,6,4795.68,2364.24,2431.44,19.7,39,139,27,6,16.2,604.27,80,61,0.59,1
LA-AP-0778,Power Transmission,Andhra Pradesh,Kurnool,2305.75,1230,1272,12,1.0,0.75,0.61,0.61,0.56,0.56,0.56,0.37,0.63,103,27159.89,14739.83,12420.06,13.3,51,164,24,4,-71.4,3566.14,75,61,0.56,1
LA-K-0289,Defence,Karnataka,Belagavi,616.55,2021,1833,14,0.68,0.58,0.49,0.36,0.36,0.36,0.36,0.34,0.44,226,31971.36,10233.52,21737.84,16.5,4,132,41,11,23.1,3262.85,73,61,0.69,1
LA-AP-0814,Metro Rail,Andhra Pradesh,Rajahmundry,2594.48,1222,1474,16,0.58,0.47,0.45,0.25,0.25,0.22,0.22,0.22,0.33,7,19338.11,3726.5,15611.61,14.6,3,65,13,2,-76.9,4347.36,68,61,0.55,1
LA-WB-0658,Power Transmission,West Bengal,Malda,1732.97,952,1043,13,0.63,0.63,0.63,0.63,0.47,0.47,0.47,0.34,0.53,30,9762.66,3855.46,5907.2,9.7,47,175,100,25,-53.2,381.3,66,61,0.67,1
LA-M-0066,Industrial Corridor,Maharashtra,Kolhapur,1161.33,682,746,10,0.42,0.33,0.33,0.14,0.14,0.14,0.14,0.06,0.21,22,10349.29,1345.81,9003.48,3.0,13,265,28,7,-16.7,3463.02,60,61,0.67,1
LA-MP-0505,Airport,Madhya Pradesh,Indore,1053.93,610,745,6,0.52,0.52,0.37,0.28,0.28,0.28,0.28,0.15,0.34,89,13288.3,2916.74,10371.56,22.3,2,196,28,8,-57.1,1733.64,101,60,0.56,0
LA-K-0326,State Highway,Karnataka,Tumakuru,1088.34,561,557,6,0.53,0.53,0.3,0.3,0.22,0.22,0.2,0.08,0.3,16,2909.95,577.53,2332.42,14.7,38,100,11,2,31.0,3527.09,98,60,0.59,0
LA-UP-0118,Power Transmission,Uttar Pradesh,Prayagraj,2666.85,1742,1960,18,0.47,0.47,0.25,0.25,0.25,0.25,0.07,0.07,0.26,9,32240.85,7659.5,24581.35,12.9,48,239,62,10,-30.4,2113.88,96,60,0.59,0
LA-T-0689,Metro Rail,Telangana,Karimnagar,200.01,570,483,4,0.68,0.68,0.58,0.45,0.45,0.44,0.37,0.24,0.49,67,7908.71,3169.09,4739.62,18.0,47,295,136,30,-95.8,678.84,96,60,0.68,0
LA-UP-0108,Defence,Uttar Pradesh,Kanpur,2998.41,1543,1562,17,0.5,0.5,0.5,0.5,0.33,0.32,0.26,0.26,0.4,202,26957.61,7169.97,19787.64,21.1,42,246,131,39,-93.3,3360.02,95,60,0.55,0
LA-G-0438,State Highway,Gujarat,Vadodara,283.79,906,906,6,0.65,0.54,0.54,0.34,0.31,0.19,0.19,0.16,0.36,64,10689.07,1613.5,9075.57,9.7,53,117,62,9,13.6,1118.93,94,60,0.65,0
LA-R-0362,Metro Rail,Rajasthan,Udaipur,1421.03,1709,1672,18,0.45,0.42,0.29,0.18,0.18,0.09,0.04,0,0.21,61,21925.75,1641.04,20284.71,8.4,33,169,100,10,-50.9,907.81,93,60,0.54,0
LA-WB-0602,Power Transmission,West Bengal,Darjeeling,726.59,766,752,8,0.59,0.59,0.52,0.5,0.25,0.25,0.2,0.2,0.39,57,18228.41,3801.92,14426.49,17.3,54,129,65,15,9.5,2911.96,92,60,0.58,0
LA-MP-0547,Canal/Irrigation,Madhya Pradesh,Ujjain,3161.82,1605,1825,17,0.78,0.65,0.54,0.54,0.39,0.39,0.28,0.26,0.48,125,17605.98,5635.82,11970.16,24.1,19,276,97,5,-17.0,1641.61,90,60,0.54,0
LA-MP-0510,Smart City,Madhya Pradesh,Indore,554.79,833,821,8,0.66,0.65,0.47,0.39,0.38,0.38,0.38,0.22,0.44,85,20184.68,6420.35,13764.33,10.4,34,262,95,2,12.1,1570.65,88,60,0.65,0
LA-UP-0152,Canal/Irrigation,Uttar Pradesh,Ghaziabad,1013.76,650,631,6,0.65,0.39,0.25,0.24,0.14,0.14,0.07,0.06,0.24,19,12945.69,1516.45,11429.24,2.1,57,149,82,12,-23.6,2783.98,87,60,0.54,0
LA-T-0715,Power Transmission,Telangana,Mahbubnagar,1266.73,1427,1492,18,0.37,0.37,0.2,0.2,0.18,0.18,0,0,0.19,59,22837.4,3064.41,19772.99,12.7,20,53,24,2,-73.1,1168.39,85,60,0.53,0
LA-UP-0097,Industrial Corridor,Uttar Pradesh,Varanasi,465.57,426,551,7,0.52,0.44,0.44,0.18,0.18,0.18,0.16,0.14,0.28,12,8433.99,1451.2,6982.79,5.4,15,134,22,3,14.0,3196.85,78,60,0.63,0
LA-T-0697,Canal/Irrigation,Telangana,Karimnagar,650.08,1314,1322,13,0.52,0.35,0.35,0.29,0.18,0.18,0.05,0.05,0.25,55,28005.7,4982.21,23023.49,9.6,27,108,49,10,-14.8,3928.38,77,60,0.68,0
LA-WB-0596,State Highway,West Bengal,Howrah,299.55,152,158,3,0.87,0.63,0.56,0.49,0.47,0.35,0.35,0.35,0.51,8,2589.69,799.85,1789.84,18.2,19,218,59,16,-60.9,4417.44,74,60,0.59,0
LA-MP-0544,Canal/Irrigation,Madhya Pradesh,Ujjain,478.25,374,356,3,0.6,0.45,0.34,0.34,0.33,0.21,0.21,0.15,0.33,0,8853.54,1625.64,7227.9,12.9,21,210,125,22,-96.2,4731.4,72,60,0.66,0
LA-M-0056,Industrial Corridor,Maharashtra,Solapur,2102.41,1313,1297,16,0.78,0.56,0.56,0.5,0.33,0.33,0.32,0.32,0.46,9,31490.53,9342.02,22148.51,7.7,37,203,82,15,0.0,2263.51,70,60,0.63,0
LA-AP-0800,Power Transmission,Andhra Pradesh,Kakinada,1613.95,1536,1913,18,0.47,0.47,0.47,0.44,0.28,0.28,0.16,0.09,0.33,53,20387.07,4710.42,15676.65,13.7,5,276,135,24,-4.2,1947.72,62,60,0.68,0
LA-WB-0637,Defence,West Bengal,Asansol,832.72,1931,1782,14,0.55,0.43,0.36,0.36,0.36,0.25,0.17,0.13,0.33,267,38652.95,7265.12,31387.83,9.1,43,256,101,18,-47.8,4545.91,110,59,0.66,0
LA-UP-0168,Canal/Irrigation,Uttar Pradesh,Bareilly,3104.56,1669,1752,17,0.42,0.33,0.28,0.28,0.18,0.09,0.05,0.05,0.21,255,28989.68,2543.56,26446.12,8.0,37,180,29,7,-10.4,3776.96,107,59,0.65,0
LA-TN-0228,Railway,Tamil Nadu,Erode,2560.61,1288,1342,15,0.82,0.75,0.75,0.71,0.58,0.58,0.47,0.47,0.64,2,10102.63,4123.3,5979.33,21.4,60,158,16,2,-20.7,4771.98,89,59,0.65,0
LA-G-0443,State Highway,Gujarat,Rajkot,1356.99,1021,1120,10,0.91,0.91,0.77,0.68,0.68,0.63,0.63,0.52,0.72,83,19837.84,11734.49,8103.35,13.8,56,171,23,3,12.1,4590.7,88,59,0.64,0
LA-WB-0609,Metro Rail,West Bengal,Darjeeling,438.93,1291,1426,13,0.37,0.37,0.22,0.2,0.2,0.2,0.09,0,0.21,146,27935.44,4742.01,23193.43,4.2,32,222,12,3,-53.1,1845.02,88,59,0.52,0
LA-G-0429,Railway,Gujarat,Surat,1417.89,1580,1615,14,0.66,0.52,0.4,0.37,0.36,0.31,0.21,0.21,0.38,160,12057.79,3052.47,9005.32,12.9,7,92,41,0,-22.2,4142.73,83,59,0.54,0
LA-MP-0509,Smart City,Madhya Pradesh,Indore,730.03,362,400,5,0.6,0.5,0.39,0.23,0.23,0.19,0.09,0.09,0.29,28,5067.79,902.99,4164.8,2.6,55,138,11,3,23.1,1648.73,83,59,0.53,0
LA-UP-0102,Defence,Uttar Pradesh,Varanasi,1396.74,838,1044,8,0.88,0.82,0.68,0.68,0.59,0.57,0.54,0.48,0.66,28,8906.34,4266.11,4640.23,13.8,56,50,22,0,0.0,4679.82,81,59,0.65,0
LA-UP-0146,Metro Rail,Uttar Pradesh,Ghaziabad,2701.37,1233,1397,13,1.0,1.0,0.81,0.81,0.81,0.71,0.71,0.56,0.8,100,16824.1,9209.78,7614.32,24.1,40,225,109,27,-18.8,4586.48,81,59,0.58,0
LA-T-0670,Airport,Telangana,Hyderabad,2395.16,1718,1378,12,0.81,0.73,0.63,0.63,0.46,0.46,0.46,0.33,0.56,43,9229.61,3236.16,5993.45,10.8,44,184,41,9,17.4,3393.29,80,59,0.59,0
LA-G-0436,Airport,Gujarat,Vadodara,2307.21,2245,1925,18,0.52,0.51,0.35,0.35,0.17,0.17,0.17,0.17,0.3,37,46400.75,6373.95,40026.8,5.1,41,173,100,3,-27.8,2049.13,79,59,0.53,0
LA-UP-0150,SEZ,Uttar Pradesh,Ghaziabad,1057.17,1554,1527,15,0.5,0.5,0.5,0.44,0.44,0.26,0.26,0.26,0.4,92,17782.55,4109.65,13672.9,21.6,3,222,20,0,-94.4,4746.0,77,59,0.54,0
LA-K-0243,Expressway,Karnataka,Bengaluru,1801.21,1484,1676,14,0.56,0.56,0.56,0.44,0.33,0.28,0.28,0.24,0.41,18,17277.66,3423.98,13853.68,10.1,17,177,19,1,-36.2,4077.74,76,59,0.59,0
LA-AP-0798,Smart City,Andhra Pradesh,Tirupati,2658.13,2071,1998,18,0.7,0.7,0.56,0.51,0.51,0.49,0.49,0.24,0.53,168,12255.87,4538.87,7717.0,13.1,35,102,58,4,-93.3,2246.26,76,59,0.66,0
LA-MP-0542,Industrial Corridor,Madhya Pradesh,Ujjain,747.05,1654,1456,12,0.77,0.72,0.72,0.67,0.51,0.42,0.42,0.42,0.58,162,31344.89,9545.5,21799.39,17.8,21,86,29,1,9.8,798.86,64,59,0.6,0
LA-TN-0198,Railway,Tamil Nadu,Madurai,2067.75,1579,1475,14,0.63,0.6,0.57,0.47,0.46,0.4,0.27,0.27,0.46,51,22883.56,7808.47,15075.09,15.5,13,185,41,2,-48.1,3025.4,59,59,0.58,0
LA-TN-0225,Power Transmission,Tamil Nadu,Erode,738.53,672,725,5,0.64,0.37,0.37,0.25,0.25,0.25,0.09,0,0.28,97,9631.05,1827.08,7803.97,16.0,10,117,29,1,27.8,1846.34,105,58,0.64,0
LA-M-0024,Power Transmission,Maharashtra,Nashik,4276.26,2088,2207,18,0.75,0.75,0.69,0.56,0.55,0.42,0.36,0.36,0.56,59,43970.87,18260.58,25710.29,22.2,52,177,35,3,15.4,822.18,103,58,0.57,0
LA-UP-0075,Smart City,Uttar Pradesh,Lucknow,2119.24,1123,1142,17,0.64,0.64,0.64,0.57,0.57,0.53,0.51,0.29,0.55,142,17921.4,9276.51,8644.89,19.1,40,91,24,1,11.7,4892.88,93,58,0.61,0
LA-T-0731,Canal/Irrigation,Telangana,Nalgonda,706.36,1423,1412,17,0.42,0.42,0.42,0.25,0.25,0.24,0.24,0.12,0.29,39,14698.47,2673.41,12025.06,4.9,48,85,10,2,-89.7,563.85,90,58,0.63,0
LA-UP-0101,Railway,Uttar Pradesh,Varanasi,2221.72,1356,1413,10,0.72,0.62,0.62,0.5,0.44,0.41,0.41,0.41,0.52,66,22810.7,8286.89,14523.81,21.5,12,156,74,5,-36.7,136.81,89,58,0.5,0
LA-T-0696,Metro Rail,Telangana,Karimnagar,210.81,179,224,3,0.54,0.46,0.44,0.29,0.21,0.21,0.04,0.04,0.28,17,3550.92,663.53,2887.39,3.0,41,124,53,12,-4.3,1785.12,88,58,0.64,0
LA-MP-0573,Railway,Madhya Pradesh,Satna,390.26,646,540,7,0.6,0.41,0.31,0.31,0.2,0.2,0.18,0.11,0.29,44,9240.27,1590.37,7649.9,10.6,17,198,56,10,-45.3,4299.39,87,58,0.52,0
LA-WB-0600,Smart City,West Bengal,Howrah,920.53,1245,1107,9,0.51,0.51,0.46,0.43,0.43,0.36,0.25,0.25,0.4,148,17406.52,6113.54,11292.98,7.1,46,221,112,21,6.8,3390.85,87,58,0.66,0
LA-R-0398,Industrial Corridor,Rajasthan,Bikaner,2088.29,2242,2238,18,0.83,0.83,0.72,0.7,0.52,0.48,0.48,0.45,0.63,63,26157.02,9886.12,16270.9,20.8,33,211,115,10,-93.8,3912.53,86,58,0.63,0
LA-AP-0776,Smart City,Andhra Pradesh,Nellore,248.72,633,612,7,0.73,0.73,0.62,0.5,0.46,0.46,0.42,0.42,0.54,15,7851.37,3420.41,4430.96,20.2,45,140,9,0,12.5,2880.93,83,58,0.52,0
LA-M-0057,Expressway,Maharashtra,Solapur,887.09,679,593,7,0.54,0.4,0.39,0.14,0.14,0.11,0.11,0.11,0.24,41,9168.57,938.39,8230.18,8.9,29,86,33,7,-13.3,3715.53,81,58,0.6,0
LA-UP-0122,Expressway,Uttar Pradesh,Prayagraj,2625.97,1427,1485,15,0.8,0.8,0.59,0.59,0.52,0.52,0.38,0.34,0.57,47,12707.08,5007.08,7700.0,13.6,55,220,111,23,-49.2,423.85,80,58,0.65,0
LA-WB-0641,Metro Rail,West Bengal,Asansol,3383.34,1528,1705,18,0.71,0.71,0.52,0.51,0.45,0.31,0.31,0.31,0.48,48,8845.52,2416.12,6429.4,23.0,33,96,27,0,-28.1,3087.38,79,58,0.53,0
LA-M-0050,Expressway,Maharashtra,Solapur,549.62,381,409,5,0.63,0.58,0.3,0.21,0.16,0.16,0.09,0.09,0.28,7,8752.12,984.64,7767.48,5.2,5,277,162,32,-40.0,2021.62,78,58,0.54,0
LA-TN-0210,Railway,Tamil Nadu,Salem,985.89,556,499,5,1.0,0.91,0.86,0.67,0.67,0.67,0.6,0.6,0.75,46,12083.92,5812.69,6271.23,20.6,44,159,14,0,40.0,3199.47,78,58,0.51,0
LA-TN-0222,Power Transmission,Tamil Nadu,Tirunelveli,672.45,687,787,7,0.91,0.74,0.49,0.49,0.38,0.33,0.28,0.28,0.49,81,5526.07,1821.33,3704.74,13.7,20,181,47,12,14.9,857.26,76,58,0.66,0
LA-UP-0167,Metro Rail,Uttar Pradesh,Bareilly,809.54,1159,1112,12,0.82,0.74,0.63,0.46,0.46,0.46,0.42,0.42,0.55,11,18133.18,7179.91,10953.27,24.3,19,231,80,8,-95.0,3433.45,73,58,0.58,0
LA-MP-0563,Airport,Madhya Pradesh,Rewa,1713.07,1603,1560,15,0.9,0.84,0.75,0.75,0.75,0.7,0.57,0.57,0.73,147,11327.95,6397.09,4930.86,13.6,60,133,80,3,-66.7,3799.53,72,58,0.53,0
LA-R-0397,Railway,Rajasthan,Bikaner,2115.86,2011,1914,17,0.76,0.53,0.33,0.33,0.33,0.33,0.33,0.08,0.38,16,36090.85,10326.39,25764.46,22.3,2,92,53,7,-33.3,4761.31,67,58,0.57,0
LA-G-0445,Power Transmission,Gujarat,Rajkot,658.1,599,629,4,0.52,0.52,0.29,0.29,0.29,0.18,0.16,0.11,0.29,54,11200.56,1915.16,9285.4,6.6,7,72,38,1,-32.1,3530.27,66,58,0.63,0
LA-MP-0569,National Highway,Madhya Pradesh,Satna,312.5,940,870,9,0.67,0.63,0.63,0.48,0.48,0.44,0.44,0.27,0.51,82,22226.56,9065.12,13161.44,13.7,20,161,39,7,5.9,3016.47,64,58,0.6,0
LA-UP-0148,Smart City,Uttar Pradesh,Ghaziabad,840.28,643,507,4,0.65,0.55,0.47,0.32,0.3,0.23,0.23,0.23,0.37,4,8002.52,1686.23,6316.29,12.4,54,206,88,17,-12.3,4886.55,109,57,0.55,0
LA-UP-0158,Industrial Corridor,Uttar Pradesh,Bareilly,960.97,1601,1665,14,0.68,0.68,0.47,0.32,0.32,0.32,0.22,0.22,0.4,240,18020.4,5444.51,12575.89,17.6,17,264,42,5,-70.7,400.84,105,57,0.5,0
LA-TN-0242,State Highway,Tamil Nadu,Vellore,792.01,1170,1287,11,0.94,0.94,0.81,0.81,0.72,0.67,0.53,0.53,0.74,164,14003.79,7365.08,6638.71,22.9,44,51,18,4,-29.5,1999.39,100,57,0.52,0
LA-UP-0139,Expressway,Uttar Pradesh,Meerut,3389.36,1885,1729,15,0.46,0.46,0.3,0.18,0.18,0.18,0.0,0,0.22,50,39561.04,6844.57,32716.47,14.8,0,105,27,5,-3.5,2577.14,94,57,0.58,0
LA-AP-0783,Expressway,Andhra Pradesh,Kurnool,2275.27,1249,1316,12,0.85,0.85,0.79,0.65,0.65,0.58,0.58,0.46,0.68,187,21760.84,12306.81,9454.03,24.5,47,178,27,2,-8.9,279.51,91,57,0.5,0
LA-UP-0166,State Highway,Uttar Pradesh,Bareilly,348.99,357,284,3,0.68,0.68,0.67,0.54,0.5,0.5,0.49,0.34,0.55,22,5028.71,2397.39,2631.32,17.0,58,246,122,33,7.3,3391.86,89,57,0.52,0
LA-K-0261,Railway,Karnataka,Mysuru,755.04,697,703,6,0.86,0.69,0.53,0.53,0.35,0.35,0.35,0.25,0.49,30,11789.9,4047.97,7741.93,14.8,40,249,62,13,-24.1,980.97,88,57,0.56,0
LA-K-0263,SEZ,Karnataka,Mysuru,498.21,1125,1086,11,0.85,0.85,0.78,0.78,0.71,0.59,0.57,0.51,0.7,131,11046.63,5553.8,5492.83,19.2,57,109,62,16,-10.3,4627.73,86,57,0.64,0
LA-UP-0129,Power Transmission,Uttar Pradesh,Meerut,612.17,878,776,8,0.53,0.3,0.3,0.3,0.3,0.26,0.06,0.06,0.26,25,18092.62,4140.85,13951.77,24.0,11,106,46,8,-48.4,2044.45,84,57,0.5,0
LA-AP-0779,Railway,Andhra Pradesh,Kurnool,725.44,1099,1168,13,0.82,0.77,0.71,0.47,0.47,0.41,0.34,0.34,0.54,172,20730.14,6397.43,14332.71,23.9,6,78,15,4,0.0,532.74,84,57,0.62,0
LA-R-0408,National Highway,Rajasthan,Alwar,895.66,1964,2170,18,0.77,0.61,0.54,0.33,0.23,0.23,0.23,0.11,0.38,177,24937.9,4290.62,20647.28,12.5,5,98,36,9,-6.2,2912.05,78,57,0.59,0
LA-MP-0574,Metro Rail,Madhya Pradesh,Satna,1818.8,1393,1257,13,0.78,0.67,0.67,0.67,0.56,0.55,0.49,0.49,0.61,67,13033.26,5516.73,7516.53,21.9,35,63,22,3,-38.3,1756.42,72,57,0.5,0
LA-WB-0618,Railway,West Bengal,Durgapur,2751.32,1914,2047,17,0.75,0.75,0.64,0.51,0.51,0.47,0.47,0.35,0.56,251,11094.61,4981.04,6113.57,13.1,44,87,34,7,-49.1,3966.97,72,57,0.5,0
LA-TN-0216,Industrial Corridor,Tamil Nadu,Tirunelveli,3040.37,1640,1764,18,0.76,0.64,0.45,0.45,0.42,0.37,0.26,0.13,0.43,251,19270.31,5607.15,13663.16,4.4,33,66,28,1,-50.0,1297.73,71,57,0.51,0
LA-R-0340,National Highway,Rajasthan,Jaipur,1991.8,1577,1603,14,0.7,0.7,0.7,0.56,0.44,0.44,0.31,0.31,0.52,146,27753.12,11002.05,16751.07,4.6,58,241,110,33,-22.6,1844.57,66,57,0.61,0
LA-G-0441,Power Transmission,Gujarat,Vadodara,2015.06,1571,1675,18,0.52,0.52,0.42,0.34,0.34,0.33,0.22,0.12,0.35,1,34094.3,8373.94,25720.36,18.6,11,131,62,8,-95.0,1310.78,64,57,0.5,0
LA-R-0402,Metro Rail,Rajasthan,Bikaner,200.25,451,529,4,0.64,0.55,0.3,0.3,0.3,0.14,0.06,0.02,0.29,73,8322.94,1111.12,7211.82,8.4,32,179,68,4,-34.0,3152.72,113,56,0.5,0
LA-MP-0499,National Highway,Madhya Pradesh,Bhopal,433.64,1048,996,11,0.52,0.42,0.42,0.39,0.36,0.15,0.12,0.08,0.31,123,8775.45,1264.65,7510.8,12.3,22,264,141,31,-5.0,4404.29,99,56,0.54,0
LA-UP-0093,Smart City,Uttar Pradesh,Varanasi,723.52,666,632,5,0.95,0.64,0.64,0.53,0.53,0.46,0.39,0.29,0.55,21,6144.14,2089.11,4055.03,21.5,30,97,36,0,-18.5,1038.07,97,56,0.63,0
LA-R-0363,SEZ,Rajasthan,Udaipur,2366.42,1199,1227,12,0.45,0.37,0.24,0.12,0.12,0.12,0,0,0.18,1,6606.7,674.51,5932.19,11.3,22,128,62,0,-95.7,1740.64,95,56,0.49,0
LA-WB-0604,Canal/Irrigation,West Bengal,Darjeeling,1464.9,1854,1943,17,0.93,0.58,0.58,0.51,0.38,0.38,0.38,0.37,0.51,148,27095.02,8973.84,18121.18,23.4,10,107,12,1,-19.6,3703.41,95,56,0.63,0
LA-TN-0226,Railway,Tamil Nadu,Erode,731.88,437,600,7,0.64,0.5,0.46,0.37,0.37,0.31,0.08,0.08,0.35,20,7691.52,1920.95,5770.57,13.7,29,72,34,7,-21.1,4253.68,93,56,0.56,0
LA-R-0405,SEZ,Rajasthan,Alwar,2724.52,1609,1736,18,0.56,0.31,0.28,0.17,0.17,0.17,0.16,0.16,0.25,38,22527.94,2911.64,19616.3,20.6,4,290,26,1,-53.7,1837.91,92,56,0.63,0
LA-K-0251,Industrial Corridor,Karnataka,Bengaluru,342.66,442,439,6,0.96,0.84,0.61,0.55,0.51,0.51,0.51,0.51,0.62,1,8682.84,3313.53,5369.31,24.0,23,132,33,8,-36.7,1546.57,90,56,0.52,0
LA-K-0280,National Highway,Karnataka,Mangaluru,854.02,1520,1548,15,0.67,0.67,0.67,0.47,0.47,0.37,0.37,0.37,0.51,154,24734.29,7159.56,17574.73,6.4,38,236,131,16,13.6,225.46,87,56,0.6,0
LA-R-0368,Metro Rail,Rajasthan,Udaipur,557.17,1367,1414,18,0.93,0.93,0.71,0.71,0.59,0.59,0.59,0.59,0.7,27,17700.11,10201.41,7498.7,13.6,56,50,5,0,13.7,2373.25,87,56,0.6,0
LA-UP-0103,Power Transmission,Uttar Pradesh,Kanpur,2727.28,1559,1585,15,0.85,0.52,0.51,0.5,0.5,0.26,0.26,0.23,0.45,213,15673.02,3535.6,12137.42,19.7,0,74,22,6,-49.1,2271.69,86,56,0.57,0
LA-G-0466,Metro Rail,Gujarat,Bhavnagar,273.21,354,431,4,0.55,0.43,0.42,0.37,0.32,0.16,0.16,0.08,0.31,45,7364.16,1117.47,6246.69,5.7,53,224,41,1,-32.7,3489.55,86,56,0.62,0
LA-MP-0506,Defence,Madhya Pradesh,Indore,978.69,881,752,8,0.52,0.38,0.19,0.15,0.14,0.05,0.05,0,0.18,72,18625.9,831.86,17794.04,2.7,13,151,66,7,-31.4,2334.31,84,56,0.48,0
LA-WB-0583,Canal/Irrigation,West Bengal,Kolkata,1894.76,1242,1399,15,0.99,0.78,0.78,0.62,0.62,0.55,0.55,0.55,0.68,5,14498.0,6652.57,7845.43,20.6,30,261,115,18,-28.6,2055.13,83,56,0.58,0
LA-M-0073,Canal/Irrigation,Maharashtra,Amravati,200.33,286,265,3,0.75,0.75,0.62,0.55,0.48,0.48,0.38,0.37,0.55,26,3023.15,1287.17,1735.98,17.4,12,166,15,4,-20.3,4909.4,82,56,0.5,0
LA-K-0318,State Highway,Karnataka,Tumakuru,1991.96,1379,1345,13,1.0,0.81,0.81,0.72,0.72,0.72,0.72,0.49,0.75,81,11346.73,7828.02,3518.71,21.4,59,182,30,7,-20.0,4985.87,81,56,0.49,0
LA-AP-0788,Metro Rail,Andhra Pradesh,Kurnool,588.21,1471,1577,16,0.37,0.37,0.23,0.23,0.23,0.11,0.11,0,0.21,64,11890.2,1325.92,10564.28,3.3,12,104,37,1,-38.9,587.9,80,56,0.49,0
LA-K-0272,Industrial Corridor,Karnataka,Mangaluru,246.14,200,273,3,0.65,0.65,0.44,0.44,0.39,0.28,0.28,0.28,0.43,27,2412.84,530.6,1882.24,3.6,49,208,123,32,-38.9,1103.16,78,56,0.62,0
